Tree number	size	Clan 1	Clan 2	Clan 3	Clan 4	Clan 5	Clan 6	Clan 7	Clan 8	Clan 9	Clan 10	boot_average	boot_max	boot_min	boot_stdev
Tree 863	48	0	0	0	0	1	1	1	0	0	0	80.666664	100.000000	16.000000	24.828300
Tree 864	45	0	?	0	0	0	0	0	0	0	0	72.119049	100.000000	7.000000	25.948853
Tree 865	53	0	0	0	0	0	0	0	0	0	0	75.139999	100.000000	21.000000	25.396069
Tree 866	50	0	0	0	0	0	0	0	0	0	0	57.914894	100.000000	0.000000	30.555029
Tree 867	51	0	1	0	0	0	0	1	0	0	1	73.687500	100.000000	26.000000	24.279755
Tree 868	50	0	0	0	0	1	1	1	0	0	1	82.978722	100.000000	27.000000	22.191133
Tree 869	52	1	0	0	0	0	0	1	0	0	0	80.979591	100.000000	29.000000	23.570553
Tree 870	49	0	0	0	0	0	1	0	0	0	0	69.652176	100.000000	13.000000	25.059248
Tree 871	50	0	0	0	0	0	0	0	0	0	0	52.893616	100.000000	0.000000	31.311228
Tree 872	44	0	0	0	0	0	0	0	0	0	0	69.000000	99.000000	19.000000	22.197561
Tree 873	56	1	0	0	0	1	1	1	1	0	1	83.528305	100.000000	37.000000	18.158218
Tree 874	55	0	0	0	0	0	1	1	0	0	0	82.115387	100.000000	17.000000	20.145294
Tree 875	58	1	0	0	0	0	0	1	0	0	0	75.509094	100.000000	11.000000	25.777283
Tree 876	51	0	0	0	0	0	0	1	0	0	0	75.833336	100.000000	20.000000	27.317827
Tree 877	47	0	1	0	0	1	1	0	0	0	1	81.659088	100.000000	22.000000	23.789743
Tree 878	50	0	0	0	0	1	0	0	0	0	0	65.553192	100.000000	14.000000	25.433104
Tree 879	58	0	0	0	0	0	0	0	0	0	0	72.054543	100.000000	24.000000	26.564106
Tree 880	57	0	0	0	0	0	0	0	0	0	0	72.685188	100.000000	17.000000	26.662373
Tree 881	46	0	?	1	0	0	0	0	0	0	0	70.372093	100.000000	21.000000	25.378092
Tree 882	43	0	0	0	0	0	0	1	0	0	0	69.300003	100.000000	25.000000	25.041168
Tree 883	44	0	0	0	0	0	0	0	0	0	0	59.536587	100.000000	10.000000	27.356806
Tree 884	49	1	1	0	0	0	1	1	0	0	1	84.608696	100.000000	49.000000	16.867100
Tree 885	52	1	0	0	1	1	0	0	1	0	1	78.979591	100.000000	30.000000	22.587234
Tree 886	52	0	1	0	0	0	0	0	0	0	0	82.285713	100.000000	24.000000	20.304823
Tree 887	43	0	0	0	0	0	1	0	0	0	0	61.325001	100.000000	11.000000	27.851738
Tree 888	47	0	0	0	0	0	0	0	0	0	0	59.181820	100.000000	1.000000	32.170193
Tree 889	56	0	0	0	1	0	1	1	0	0	1	83.924530	100.000000	27.000000	19.203821
Tree 890	54	0	0	0	0	0	0	0	0	0	0	74.627449	100.000000	10.000000	26.632545
Tree 891	45	0	0	0	0	0	0	0	0	0	0	77.428574	100.000000	19.000000	23.373919
Tree 892	49	0	0	1	1	1	1	1	0	0	1	83.282608	100.000000	35.000000	22.693289
Tree 893	53	0	0	0	0	0	0	1	0	0	0	66.199997	100.000000	7.000000	29.927916
Tree 894	53	1	1	0	0	0	1	1	1	0	0	81.739998	100.000000	35.000000	19.399803
Tree 895	49	1	1	0	0	0	1	1	0	0	1	81.195656	100.000000	28.000000	21.446213
Tree 896	50	0	0	0	0	0	0	0	0	0	0	71.042557	100.000000	17.000000	27.259165
Tree 897	46	1	0	0	1	1	1	0	1	0	0	83.488373	100.000000	34.000000	17.511951
Tree 898	53	1	0	0	0	0	1	1	0	0	1	80.779999	100.000000	35.000000	20.770449
Tree 899	44	0	0	1	0	0	0	0	0	0	0	66.951218	100.000000	9.000000	31.136953
Tree 900	54	0	0	0	0	0	0	1	0	0	0	71.196075	100.000000	6.000000	27.939726
Tree 901	51	0	1	1	0	0	0	0	0	0	0	82.812500	100.000000	40.000000	17.968325
Tree 902	43	0	?	0	1	0	0	1	0	0	0	68.449997	100.000000	0.000000	26.074842
Tree 903	53	1	0	0	0	1	1	1	1	0	0	82.519997	100.000000	21.000000	21.584476
Tree 904	44	0	0	0	0	0	0	1	0	0	0	70.658539	100.000000	22.000000	26.458996
Tree 905	47	0	0	0	0	0	1	1	0	0	0	81.886360	100.000000	24.000000	21.931934
Tree 906	48	0	0	1	0	0	0	0	0	0	0	62.444443	100.000000	18.000000	29.361015
Tree 907	54	1	0	0	1	0	0	1	0	0	0	80.882355	100.000000	36.000000	19.390364
Tree 908	48	0	0	0	0	0	0	0	0	0	0	70.866669	100.000000	8.000000	26.653831
Tree 909	58	1	0	0	0	0	0	0	0	0	0	69.309090	100.000000	9.000000	30.752901
Tree 910	52	0	0	1	0	0	0	0	0	0	0	68.408165	100.000000	10.000000	30.539314
Tree 911	47	0	0	0	0	0	0	0	0	0	0	72.522728	100.000000	8.000000	26.188553
Tree 912	49	0	0	0	0	0	1	0	0	0	0	77.152176	100.000000	23.000000	24.009027
Tree 913	44	0	0	0	0	0	0	0	0	0	1	65.487808	100.000000	7.000000	31.458933
Tree 914	53	1	0	0	0	1	0	1	0	0	0	79.440002	100.000000	22.000000	23.091261
Tree 915	50	0	0	0	0	0	0	0	0	0	0	68.531914	100.000000	16.000000	26.593750
Tree 916	43	0	1	0	0	0	0	0	0	0	0	69.250000	100.000000	18.000000	28.512936
Tree 917	50	0	?	0	0	0	0	1	0	0	0	79.085106	100.000000	31.000000	22.994753
Tree 918	53	0	0	0	0	0	0	0	0	0	0	66.360001	100.000000	23.000000	21.621988
Tree 919	51	0	0	0	0	0	0	0	0	0	0	69.562500	100.000000	10.000000	29.852350
Tree 920	45	0	0	0	0	0	0	0	0	0	0	61.642857	100.000000	1.000000	29.529503
Tree 921	48	0	0	1	0	0	1	0	0	0	0	70.199997	100.000000	19.000000	26.003931
Tree 922	57	0	0	0	0	0	0	1	0	0	1	75.277779	100.000000	6.000000	28.354513
Tree 923	54	0	0	0	0	0	0	0	0	0	0	77.843140	100.000000	24.000000	23.252552
Tree 924	50	0	1	0	0	1	0	1	0	0	0	84.936172	100.000000	28.000000	19.666801
Tree 925	53	0	0	0	0	0	0	0	0	0	0	78.820000	100.000000	26.000000	19.725811
Tree 926	52	0	0	1	0	0	0	0	0	0	1	80.693878	100.000000	32.000000	22.578844
Tree 927	47	0	0	0	0	0	0	1	0	0	1	73.659088	100.000000	14.000000	25.461149
Tree 928	45	0	0	0	0	0	0	0	0	0	0	50.404762	99.000000	20.000000	20.880680
Tree 929	55	0	0	0	0	0	1	0	0	0	0	78.230766	100.000000	15.000000	24.593323
Tree 930	56	0	0	0	0	0	0	1	0	0	0	76.320755	100.000000	19.000000	24.405207
Tree 931	53	0	0	0	0	0	0	1	0	0	0	60.520000	100.000000	5.000000	27.306589
Tree 932	49	0	0	0	0	0	0	0	0	0	0	52.304348	100.000000	1.000000	30.046246
Tree 933	55	0	0	0	0	0	1	1	0	0	0	74.365387	100.000000	15.000000	28.663853
Tree 934	44	0	0	0	0	0	0	0	0	0	0	67.439026	100.000000	13.000000	27.518549
Tree 935	53	0	0	0	0	0	0	0	0	0	0	68.180000	100.000000	6.000000	26.194418
Tree 936	48	0	?	0	0	0	0	0	0	0	0	62.355556	100.000000	9.000000	29.021187
Tree 937	56	0	0	0	0	0	1	1	0	0	0	80.528305	100.000000	25.000000	23.648048
Tree 938	48	0	0	0	0	0	0	0	0	0	0	62.688889	100.000000	9.000000	25.619282
Tree 939	51	0	0	0	0	0	0	1	0	0	0	74.979164	100.000000	17.000000	22.493048
Tree 940	50	0	0	0	0	0	0	0	0	0	0	74.255318	100.000000	26.000000	24.056202
Tree 941	47	0	0	0	0	0	1	0	0	0	0	76.022728	100.000000	35.000000	21.967421
Tree 942	46	0	0	0	0	1	0	1	0	0	1	80.906975	100.000000	24.000000	22.806377
Tree 943	45	0	1	0	0	0	0	0	0	0	0	70.261902	100.000000	19.000000	23.980209
Tree 944	54	0	0	0	0	0	0	1	0	0	0	73.176468	100.000000	17.000000	23.180202
Tree 945	58	0	0	0	0	0	0	1	0	0	0	81.727272	100.000000	28.000000	21.697470
Tree 946	47	0	0	1	0	0	0	1	0	0	0	69.545456	100.000000	23.000000	23.630157
Tree 947	54	0	0	0	0	0	0	0	0	0	0	67.098038	100.000000	17.000000	23.281109
Tree 948	52	0	1	0	0	1	0	0	0	0	0	78.693878	100.000000	9.000000	27.483728
Tree 949	53	0	0	0	0	0	0	1	0	0	0	77.320000	100.000000	19.000000	26.232376
Tree 950	48	0	1	0	0	0	0	0	0	0	0	68.199997	100.000000	14.000000	27.790167
Tree 951	48	1	1	0	0	0	0	1	1	0	1	81.199997	100.000000	20.000000	24.703215
Tree 952	54	1	0	0	1	0	1	1	0	0	1	75.196075	100.000000	22.000000	25.490498
Tree 953	53	0	0	0	0	0	0	0	0	0	0	69.639999	100.000000	14.000000	25.133055
Tree 954	56	0	0	0	0	0	0	0	0	0	0	73.566040	100.000000	22.000000	23.234253
Tree 955	54	0	0	1	0	1	0	1	0	0	0	81.960785	100.000000	26.000000	21.810200
Tree 956	43	0	0	0	0	0	0	0	0	0	0	71.550003	100.000000	16.000000	25.328787
Tree 957	46	1	0	0	1	0	1	0	0	0	0	70.674416	100.000000	24.000000	25.651258
Tree 958	52	0	1	0	0	0	1	1	0	0	1	85.000000	100.000000	30.000000	18.368118
Tree 959	46	0	0	0	0	0	1	0	0	0	0	57.000000	100.000000	16.000000	23.352705
Tree 960	54	0	0	0	0	0	1	0	0	0	0	77.019608	100.000000	23.000000	24.913565
Tree 961	44	0	0	0	0	0	0	0	0	0	0	75.048782	100.000000	21.000000	23.153728
Tree 962	53	0	0	0	0	0	1	0	0	0	0	85.080002	100.000000	43.000000	17.457193
Tree 963	47	1	1	1	0	0	1	1	0	0	1	80.931816	100.000000	26.000000	24.146709
Tree 964	44	0	?	0	1	0	0	1	1	0	1	84.317070	100.000000	49.000000	16.900625
Tree 965	51	0	1	1	1	1	1	0	1	0	1	77.916664	100.000000	37.000000	20.847498
Tree 966	51	0	1	1	0	0	0	0	0	0	0	78.500000	100.000000	25.000000	24.194525
Tree 967	56	0	0	0	1	1	0	0	0	0	1	76.773582	100.000000	19.000000	25.047611
Tree 968	54	0	0	0	0	0	0	0	0	0	0	77.392159	100.000000	36.000000	17.900682
Tree 969	55	0	0	0	0	0	1	0	0	0	0	72.730766	100.000000	23.000000	25.601320
Tree 970	53	0	0	0	0	0	0	0	0	0	1	79.220001	100.000000	26.000000	22.304520
Tree 971	53	0	0	0	0	1	0	0	0	0	0	76.180000	100.000000	14.000000	28.213255
Tree 972	43	0	0	0	0	0	0	0	0	0	0	62.750000	100.000000	11.000000	29.048019
Tree 973	52	0	0	0	1	1	1	0	1	0	1	85.326530	100.000000	41.000000	19.270775
Tree 974	43	1	0	0	0	0	1	0	0	0	1	78.650002	100.000000	19.000000	25.419039
Tree 975	53	0	0	0	0	0	0	1	0	0	0	81.559998	100.000000	28.000000	21.998325
Tree 976	50	1	0	0	0	0	0	0	0	0	0	80.063828	100.000000	16.000000	24.030483
Tree 977	53	1	0	0	0	1	0	1	1	0	1	81.820000	100.000000	27.000000	21.232702
Tree 978	53	0	1	0	0	0	1	0	0	0	1	85.019997	100.000000	30.000000	20.126089
Tree 979	54	0	0	0	0	0	0	0	0	0	0	74.470589	100.000000	11.000000	26.828688
Tree 980	46	0	0	0	0	0	0	0	0	0	1	53.372093	100.000000	7.000000	24.555605
Tree 981	51	0	0	0	0	0	0	0	0	0	0	71.270836	100.000000	24.000000	25.543053
Tree 982	51	1	0	0	0	1	0	1	0	0	0	76.604164	100.000000	11.000000	26.992855
Tree 983	50	0	0	0	0	0	1	0	0	0	0	81.702126	100.000000	10.000000	21.464384
Tree 984	48	1	0	0	0	0	1	1	0	0	0	79.755554	100.000000	19.000000	23.125895
Tree 985	57	0	0	0	0	0	0	0	0	0	0	78.018517	100.000000	28.000000	22.467667
Tree 986	43	0	0	0	0	0	0	1	0	0	1	80.675003	100.000000	40.000000	19.982977
Tree 987	44	0	0	0	0	0	0	0	0	0	0	72.609756	100.000000	24.000000	27.625437
Tree 988	56	0	0	0	0	0	1	0	0	0	0	80.320755	100.000000	24.000000	18.090729
Tree 989	54	1	0	1	0	1	0	1	1	0	1	84.431374	100.000000	32.000000	16.530725
Tree 990	55	0	0	0	0	1	1	0	0	0	0	79.865387	100.000000	7.000000	27.489178
Tree 991	54	0	0	0	1	0	1	1	0	0	0	79.137253	100.000000	13.000000	25.074024
Tree 992	51	1	0	0	0	0	0	1	0	0	0	81.041664	100.000000	13.000000	22.464750
Tree 993	45	0	0	0	0	0	1	1	0	0	0	84.952377	100.000000	27.000000	19.250174
Tree 994	48	0	0	0	0	0	0	0	0	0	0	71.488892	100.000000	27.000000	25.678026
Tree 995	51	0	1	0	0	1	0	1	0	0	0	76.604164	100.000000	11.000000	25.698364
Tree 996	45	0	0	1	0	0	1	1	0	0	1	78.571426	100.000000	23.000000	25.185163
Tree 997	46	0	0	0	0	0	0	0	0	0	0	69.581398	100.000000	14.000000	26.198910
Tree 998	50	0	0	0	0	0	0	1	0	0	0	72.723404	100.000000	11.000000	27.776997
Tree 999	47	1	0	0	1	1	1	0	1	0	0	77.863640	100.000000	19.000000	24.291403
Tree 1000	56	0	1	0	0	0	0	1	0	0	0	80.509438	100.000000	31.000000	17.694069
Tree 1001	49	0	1	0	0	0	0	0	0	0	0	77.239128	100.000000	19.000000	24.302605
Tree 1002	51	0	0	1	0	1	1	0	1	0	0	83.333336	100.000000	29.000000	20.822996
Tree 1003	51	0	0	0	0	0	0	1	0	0	0	71.708336	100.000000	13.000000	28.477297
Tree 1004	50	1	0	1	0	?	1	1	0	0	0	85.404259	100.000000	23.000000	19.565123
Tree 1005	48	1	0	1	1	0	1	1	0	0	0	83.800003	100.000000	38.000000	18.498766
Tree 1006	45	0	0	0	0	0	1	0	0	0	0	71.023811	99.000000	19.000000	24.136997
Tree 1007	53	0	0	1	0	0	0	1	1	0	1	85.839996	100.000000	39.000000	17.310528
Tree 1008	52	0	1	0	0	0	0	1	0	0	1	85.000000	100.000000	37.000000	19.374926
Tree 1009	48	0	0	0	0	0	1	1	0	0	0	86.133331	100.000000	41.000000	15.906114
Tree 1010	56	1	1	1	0	1	1	1	1	0	1	87.811317	100.000000	34.000000	19.867542
Tree 1011	54	1	0	0	0	1	1	1	0	0	1	82.254906	100.000000	29.000000	20.184292
Tree 1012	54	0	0	0	0	0	0	0	0	0	0	76.215683	100.000000	25.000000	23.934809
Tree 1013	54	0	0	0	0	0	0	0	0	0	0	76.647057	100.000000	28.000000	25.154287
Tree 1014	51	0	1	0	0	0	0	0	0	0	0	72.812500	100.000000	24.000000	25.033857
Tree 1015	53	0	1	0	0	0	0	1	0	0	0	75.180000	100.000000	26.000000	24.114471
Tree 1016	46	0	0	0	0	0	1	0	0	0	0	71.976746	100.000000	19.000000	25.385851
Tree 1017	56	0	1	1	0	0	0	1	0	0	0	80.754715	100.000000	35.000000	17.787958
Tree 1018	51	1	0	0	0	0	0	0	0	0	0	75.937500	100.000000	17.000000	24.235312
Tree 1019	50	0	0	0	0	0	0	1	0	0	0	78.191490	100.000000	28.000000	22.784502
Tree 1020	55	1	0	0	0	0	1	1	0	0	1	84.038460	100.000000	30.000000	19.689869
Tree 1021	58	0	1	0	1	0	0	1	0	0	1	80.254547	100.000000	19.000000	23.703638
Tree 1022	52	0	0	0	0	0	0	1	0	0	0	75.632652	100.000000	23.000000	25.374496
Tree 1023	56	0	0	0	0	1	0	1	0	0	0	82.962265	100.000000	13.000000	25.919296
Tree 1024	54	0	0	0	0	0	0	1	0	0	0	73.411766	100.000000	22.000000	26.355917
Tree 1025	51	0	0	0	0	0	1	0	0	0	0	72.270836	100.000000	26.000000	24.918818
Tree 1026	47	0	0	0	0	0	0	1	1	0	0	78.295456	100.000000	16.000000	23.974968
Tree 1027	50	0	0	0	0	1	1	1	0	0	1	83.787231	100.000000	38.000000	20.408524
Tree 1028	45	1	1	1	1	?	1	1	1	0	1	87.833336	100.000000	39.000000	16.978861
Tree 1029	53	0	0	1	0	0	0	0	0	0	0	77.559998	100.000000	22.000000	26.138214
Tree 1030	56	1	0	0	1	0	1	0	0	0	0	76.603775	100.000000	26.000000	23.093201
Tree 1031	44	0	0	0	0	0	0	0	0	0	0	57.317074	99.000000	8.000000	24.803066
Tree 1032	55	0	0	0	1	0	0	0	0	0	0	81.442307	100.000000	25.000000	23.997931
Tree 1033	53	0	1	0	0	0	0	1	0	0	1	75.800003	100.000000	27.000000	22.422310
Tree 1034	57	0	0	0	0	0	0	0	0	0	0	75.444443	100.000000	18.000000	24.435606
Tree 1035	50	1	0	0	0	0	1	0	0	0	0	76.617020	100.000000	17.000000	26.135941
Tree 1036	48	0	0	0	0	0	0	0	0	0	0	63.044445	100.000000	5.000000	27.098137
Tree 1037	46	0	0	0	0	0	0	0	0	0	0	72.255814	100.000000	4.000000	29.124508
Tree 1038	52	0	0	0	0	0	0	0	0	0	0	65.714287	100.000000	3.000000	30.344282
Tree 1039	53	1	1	0	0	0	0	0	0	0	0	80.480003	100.000000	16.000000	25.578300
Tree 1040	55	0	0	0	0	0	0	0	0	0	0	75.557693	100.000000	21.000000	22.002981
Tree 1041	46	0	0	1	0	1	1	1	0	0	0	84.418602	100.000000	17.000000	20.206184
Tree 1042	52	0	1	0	0	0	1	0	0	0	1	79.163269	100.000000	41.000000	17.545681
Tree 1043	48	1	1	1	0	1	1	1	1	0	1	86.400002	100.000000	30.000000	18.312593
Tree 1044	55	0	0	0	0	0	0	1	0	0	0	76.057693	100.000000	14.000000	24.703173
Tree 1045	55	0	0	0	0	0	0	0	0	0	0	72.865387	100.000000	23.000000	24.909861
Tree 1046	55	0	0	0	0	0	0	0	0	0	0	76.615387	100.000000	17.000000	25.210005
Tree 1047	47	0	0	0	0	0	0	1	0	0	0	69.886360	100.000000	14.000000	29.616655
Tree 1048	50	0	0	0	0	0	0	0	0	0	0	76.212769	100.000000	5.000000	27.282551
Tree 1049	51	0	1	0	0	1	1	1	0	0	1	87.375000	100.000000	34.000000	17.842628
Tree 1050	54	0	0	0	0	0	0	0	0	0	0	78.215683	100.000000	22.000000	23.182409
Tree 1051	52	0	0	0	0	0	0	1	0	0	0	71.916664	100.000000	6.000000	27.285398
Tree 1052	47	0	0	0	0	0	0	0	0	0	0	75.863640	100.000000	10.000000	28.283943
Tree 1053	45	1	1	1	1	1	1	1	1	0	1	84.666664	100.000000	24.000000	21.309139
Tree 1054	53	0	0	1	0	0	0	0	0	1	0	75.879997	100.000000	16.000000	23.646261
Tree 1055	52	0	0	0	0	0	0	0	0	0	0	76.551018	100.000000	29.000000	20.464069
Tree 1056	44	0	0	1	0	0	0	0	0	0	0	72.804878	100.000000	23.000000	25.055275
Tree 1057	52	0	1	0	0	1	1	0	0	0	0	84.265305	100.000000	22.000000	20.749012
Tree 1058	44	1	1	1	1	?	1	1	1	0	1	88.853661	100.000000	45.000000	15.955061
Tree 1059	48	0	0	0	0	0	1	1	0	0	0	82.400002	100.000000	41.000000	17.460300
Tree 1060	53	0	0	0	0	0	0	0	0	0	0	67.480003	100.000000	18.000000	30.346823
Tree 1061	45	0	0	0	0	1	0	0	0	0	0	62.547619	100.000000	9.000000	25.471931
Tree 1062	50	0	1	0	0	0	0	0	0	0	0	75.617020	100.000000	25.000000	22.398283
Tree 1063	51	0	0	1	0	0	0	0	0	1	0	79.604164	100.000000	34.000000	21.361706
Tree 1064	56	0	0	1	1	0	0	0	0	0	0	75.452827	100.000000	36.000000	22.461344
Tree 1065	55	0	1	0	0	0	0	1	0	0	0	78.442307	100.000000	20.000000	21.288687
Tree 1066	54	1	1	0	0	0	1	0	0	0	0	78.627449	100.000000	33.000000	22.659422
Tree 1067	51	0	0	0	0	0	0	0	0	0	0	72.916664	100.000000	11.000000	25.396715
Tree 1068	47	1	1	1	0	1	0	0	1	0	1	86.545456	100.000000	39.000000	18.711267
Tree 1069	50	0	0	0	0	0	1	1	0	0	0	82.234039	100.000000	30.000000	19.989584
Tree 1070	44	0	0	0	0	0	0	1	0	0	0	74.512192	100.000000	16.000000	29.581736
Tree 1071	56	0	1	0	0	0	1	1	0	0	1	89.754715	100.000000	47.000000	15.294476
Tree 1072	51	0	0	0	1	0	0	1	0	0	0	69.333336	100.000000	15.000000	29.881247
Tree 1073	45	0	0	0	0	0	0	1	0	0	0	63.476189	100.000000	22.000000	27.490461
Tree 1074	54	0	0	0	0	0	0	1	0	0	0	69.882355	100.000000	19.000000	27.536533
Tree 1075	47	0	0	0	0	0	0	0	0	0	0	63.477272	100.000000	17.000000	25.190626
Tree 1076	55	1	1	0	0	1	1	0	0	0	0	80.807693	100.000000	28.000000	21.783056
Tree 1077	52	0	0	0	0	0	0	0	0	0	0	70.938774	100.000000	20.000000	26.795071
Tree 1078	48	0	0	0	0	0	0	1	0	0	0	67.822220	100.000000	16.000000	26.613522
Tree 1079	47	0	0	0	0	0	0	1	0	0	0	74.863640	100.000000	25.000000	24.355875
Tree 1080	52	0	0	0	1	0	0	0	0	0	1	82.673470	100.000000	31.000000	19.445778
Tree 1081	45	0	0	1	0	0	0	1	0	0	0	79.976189	100.000000	22.000000	23.680904
Tree 1082	48	0	0	1	0	0	0	0	0	0	0	72.266670	100.000000	15.000000	28.261791
Tree 1083	55	0	0	1	0	0	0	0	0	0	0	77.019234	100.000000	29.000000	22.810669
Tree 1084	53	0	1	0	0	0	0	0	1	0	1	81.279999	100.000000	26.000000	22.057232
Tree 1085	50	0	0	0	0	0	0	0	0	0	0	71.829788	100.000000	17.000000	26.068094
Tree 1086	51	0	0	0	0	1	1	0	0	0	0	77.270836	100.000000	23.000000	22.894451
Tree 1087	52	0	1	0	0	0	0	0	0	0	0	76.224487	100.000000	25.000000	24.354746
Tree 1088	50	0	0	0	1	0	0	1	0	0	0	72.957443	100.000000	15.000000	26.736666
Tree 1089	51	0	0	0	0	1	0	0	0	0	0	72.041664	100.000000	7.000000	24.772261
Tree 1090	52	0	0	0	0	0	1	0	0	0	0	81.122452	100.000000	28.000000	22.682037
Tree 1091	55	0	0	0	0	0	0	0	0	0	0	76.134613	100.000000	26.000000	24.411558
Tree 1092	56	0	1	0	0	0	0	1	0	0	0	75.849060	100.000000	19.000000	26.618477
Tree 1093	49	0	0	0	0	0	0	1	0	0	0	71.847824	100.000000	20.000000	24.939026
Tree 1094	49	0	0	0	0	0	0	0	0	0	0	68.586960	100.000000	13.000000	28.282410
Tree 1095	53	0	0	1	0	0	0	1	0	0	1	80.540001	100.000000	10.000000	25.378109
Tree 1096	51	0	0	0	0	0	0	0	0	0	0	81.500000	100.000000	31.000000	20.619570
Tree 1097	48	0	1	0	0	0	0	0	0	0	0	77.622223	100.000000	21.000000	22.810612
Tree 1098	57	0	0	1	0	0	1	0	0	0	1	83.129631	100.000000	34.000000	19.777510
Tree 1099	46	0	0	0	0	0	0	1	0	0	0	75.744186	100.000000	24.000000	21.749197
Tree 1100	55	0	0	0	1	0	1	1	0	0	1	83.038460	100.000000	36.000000	19.323122
Tree 1101	55	0	1	0	0	0	0	1	0	0	1	81.538460	100.000000	20.000000	21.167336
Tree 1102	52	0	1	0	0	0	0	0	0	0	0	73.469391	100.000000	30.000000	24.254686
Tree 1103	49	0	0	0	0	0	0	0	0	0	0	72.869568	100.000000	17.000000	25.396519
Tree 1104	45	1	1	1	1	1	1	1	0	0	1	80.238098	100.000000	29.000000	23.084536
Tree 1105	58	1	0	0	0	0	0	0	0	0	0	70.545456	100.000000	4.000000	29.894855
Tree 1106	56	1	0	1	0	0	1	0	0	0	0	79.509438	100.000000	22.000000	23.820572
Tree 1107	49	0	1	0	1	0	0	1	0	0	0	72.391304	100.000000	27.000000	24.105274
Tree 1108	59	0	0	0	0	0	1	0	0	0	0	75.857140	100.000000	14.000000	26.105164
Tree 1109	51	0	0	0	0	0	0	1	0	0	0	69.458336	100.000000	9.000000	30.740824
Tree 1110	51	0	0	0	1	0	0	1	0	0	1	81.375000	100.000000	23.000000	23.525362
Tree 1111	50	1	0	0	0	0	0	1	0	0	0	78.085106	100.000000	5.000000	27.583397
Tree 1112	49	0	0	0	0	0	0	0	0	0	0	73.978264	100.000000	19.000000	27.381752
Tree 1113	53	0	0	0	0	0	0	1	0	0	1	79.860001	100.000000	17.000000	23.198282
Tree 1114	52	0	0	0	0	0	0	1	0	0	0	80.795921	100.000000	46.000000	18.710447
Tree 1115	53	0	0	0	1	0	0	1	0	0	0	76.120003	100.000000	19.000000	24.038002
Tree 1116	49	0	0	0	0	0	0	1	0	0	0	77.086960	100.000000	14.000000	26.500063
Tree 1117	46	0	0	1	0	0	1	0	0	0	0	76.767441	100.000000	17.000000	25.576914
Tree 1118	44	0	1	0	0	0	0	0	0	0	1	81.439026	100.000000	27.000000	21.148775
Tree 1119	54	0	0	0	0	0	0	1	0	0	0	81.411766	100.000000	23.000000	22.017080
Tree 1120	51	0	0	0	0	0	0	1	0	0	1	76.520836	100.000000	14.000000	26.295588
Tree 1121	53	0	1	1	1	0	0	1	0	0	1	80.580002	100.000000	28.000000	23.865534
Tree 1122	47	0	0	0	1	0	0	1	1	0	1	85.568184	100.000000	32.000000	20.074179
Tree 1123	51	1	1	1	1	1	1	0	1	0	1	91.375000	100.000000	53.000000	12.509372
Tree 1124	45	0	1	0	0	0	1	1	0	0	0	74.142860	100.000000	14.000000	25.477880
Tree 1125	49	0	0	0	1	1	1	0	0	0	1	79.652176	100.000000	14.000000	24.484438
Tree 1126	52	1	1	1	1	1	1	1	1	0	1	84.469391	100.000000	16.000000	22.312346
Tree 1127	46	1	0	1	0	0	0	1	0	0	0	82.232559	100.000000	33.000000	21.538322
Tree 1128	49	0	0	0	0	0	0	0	0	0	0	69.630432	100.000000	8.000000	29.265177
Tree 1129	53	0	1	0	0	0	1	0	0	0	1	71.900002	100.000000	25.000000	23.368568
Tree 1130	53	0	0	0	0	0	0	0	0	0	0	72.839996	100.000000	20.000000	27.784428
Tree 1131	53	0	0	0	0	0	0	0	0	0	0	70.180000	100.000000	23.000000	26.664347
Tree 1132	49	1	1	0	0	0	0	1	0	0	1	80.782608	100.000000	22.000000	21.256113
Tree 1133	50	0	0	0	0	0	0	0	0	0	0	65.723404	100.000000	28.000000	24.803656
Tree 1134	56	0	0	0	0	0	0	1	0	0	1	71.792450	100.000000	9.000000	27.042494
Tree 1135	49	1	0	0	0	1	1	0	1	0	0	76.173912	100.000000	28.000000	19.318050
Tree 1136	52	0	0	0	0	0	1	1	0	0	0	78.244896	100.000000	38.000000	22.095831
Tree 1137	43	1	1	0	1	0	1	1	0	1	1	88.099998	100.000000	57.000000	12.932132
Tree 1138	53	1	0	0	0	0	0	0	0	0	0	62.459999	100.000000	20.000000	26.229914
Tree 1139	49	0	0	0	0	0	0	0	0	0	0	68.543480	100.000000	7.000000	30.366390
Tree 1140	54	0	1	0	0	0	0	0	0	0	0	75.607841	100.000000	20.000000	24.954922
Tree 1141	54	0	1	0	0	0	1	1	0	0	0	81.764709	100.000000	19.000000	22.880413
Tree 1142	50	0	0	0	0	0	0	1	0	0	0	76.638298	100.000000	18.000000	27.327349
Tree 1143	51	1	0	0	0	0	0	0	0	0	0	75.687500	100.000000	11.000000	21.929960
Tree 1144	47	0	0	0	0	0	0	1	0	0	1	76.727272	100.000000	28.000000	23.297836
Tree 1145	49	1	1	1	1	1	0	0	1	0	1	82.152176	100.000000	27.000000	21.201893
Tree 1146	48	0	1	0	0	1	0	1	0	0	0	84.911110	100.000000	33.000000	20.720169
Tree 1147	50	0	1	0	1	0	0	0	0	0	1	74.893616	100.000000	23.000000	20.667820
Tree 1148	47	1	1	1	0	0	1	0	1	0	1	86.886360	100.000000	43.000000	16.569712
