Tree number	size	Clan 1	Clan 2	Clan 3	Clan 4	Clan 5	Clan 6	Clan 7	Clan 8	boot_average	boot_max	boot_min	boot_stdev
Tree 936	17	1	0	1	0	1	0	?	1	52.500000	93.000000	13.000000	24.694563
Tree 937	19	0	0	0	1	0	0	1	0	41.500000	89.000000	4.000000	25.406693
Tree 938	18	0	0	0	0	0	0	0	0	53.066666	98.000000	20.000000	23.031765
Tree 939	18	0	0	0	0	0	?	1	0	47.066666	95.000000	2.000000	34.032272
Tree 940	16	0	0	0	0	0	?	0	0	42.923077	71.000000	17.000000	15.958897
Tree 941	17	0	0	0	?	1	0	0	0	47.500000	97.000000	10.000000	21.849321
Tree 942	16	0	0	0	?	0	0	1	0	64.538460	98.000000	35.000000	18.841915
Tree 943	17	0	0	0	?	0	0	0	0	48.571430	89.000000	0.000000	26.166265
Tree 944	19	0	0	0	0	0	0	1	1	44.937500	99.000000	6.000000	27.430523
Tree 945	22	0	0	0	0	0	0	1	0	58.526318	100.000000	24.000000	23.875486
Tree 946	19	0	0	0	0	0	0	0	0	46.187500	99.000000	17.000000	23.273426
Tree 947	20	0	0	0	0	0	?	1	1	58.882355	100.000000	32.000000	18.429140
Tree 948	16	0	0	0	0	0	0	?	0	55.692307	100.000000	23.000000	21.854008
Tree 949	19	0	0	0	?	1	0	0	0	63.250000	100.000000	25.000000	25.200447
Tree 950	17	0	0	0	0	0	?	0	0	57.571430	89.000000	8.000000	26.730705
Tree 951	16	0	0	0	?	0	0	0	0	48.615383	100.000000	10.000000	27.940977
Tree 952	17	0	0	0	0	0	1	0	0	53.714287	97.000000	20.000000	25.959938
Tree 953	21	0	0	0	0	0	1	0	0	52.500000	100.000000	16.000000	26.439133
Tree 954	19	0	0	0	1	0	0	1	0	57.562500	93.000000	22.000000	19.614946
Tree 955	16	0	0	0	?	0	?	0	0	61.769230	100.000000	25.000000	24.382067
Tree 956	17	0	1	0	0	0	?	0	0	48.714287	84.000000	20.000000	18.997852
Tree 957	20	0	1	0	?	0	0	1	0	60.117645	99.000000	12.000000	28.476784
Tree 958	23	0	0	0	0	0	0	0	0	51.400002	94.000000	20.000000	21.964518
Tree 959	16	0	0	0	?	0	0	0	0	52.846153	97.000000	25.000000	21.429117
Tree 960	16	0	0	0	?	0	0	?	1	47.923077	82.000000	14.000000	20.510641
Tree 961	16	1	1	0	1	0	?	1	1	66.307693	100.000000	35.000000	22.303448
Tree 962	21	0	0	0	0	0	0	0	0	42.500000	86.000000	18.000000	16.224981
Tree 963	21	0	0	0	0	0	0	0	0	45.000000	97.000000	11.000000	24.814871
Tree 964	18	0	0	0	0	0	?	0	0	48.666668	100.000000	10.000000	25.679218
Tree 965	21	0	0	0	?	0	0	0	0	56.166668	97.000000	21.000000	25.447657
Tree 966	19	0	0	0	?	0	0	0	0	54.062500	100.000000	23.000000	27.072746
Tree 967	22	0	0	0	0	0	0	1	0	60.315788	100.000000	22.000000	17.693449
Tree 968	17	0	0	0	0	?	0	0	0	40.571430	85.000000	10.000000	17.577234
Tree 969	18	1	0	0	0	1	?	0	0	53.200001	93.000000	24.000000	21.958141
Tree 970	16	0	0	0	1	0	0	0	0	58.615383	89.000000	24.000000	19.874756
Tree 971	20	0	0	0	0	0	0	0	0	45.352940	100.000000	11.000000	22.751707
Tree 972	24	0	0	0	1	0	0	0	0	46.619049	100.000000	16.000000	20.324688
Tree 973	24	0	0	0	1	0	0	0	1	47.619049	93.000000	17.000000	23.130018
Tree 974	16	0	0	0	0	0	?	0	0	40.307693	100.000000	16.000000	22.574268
Tree 975	17	0	0	0	0	0	?	1	1	49.571430	89.000000	24.000000	16.969360
Tree 976	16	0	0	0	0	0	?	0	0	40.384617	99.000000	8.000000	24.452585
Tree 977	22	0	0	0	0	0	0	0	0	54.473682	99.000000	22.000000	25.423506
Tree 978	17	0	0	0	0	0	?	0	0	57.428570	98.000000	30.000000	20.607607
Tree 979	20	0	0	0	0	0	0	0	0	48.470589	99.000000	25.000000	20.835823
Tree 980	16	0	0	0	?	0	0	1	0	56.538460	99.000000	11.000000	23.915285
Tree 981	15	0	0	0	?	0	?	1	0	52.500000	80.000000	31.000000	16.363068
Tree 982	17	0	0	0	?	0	0	1	0	46.285713	86.000000	8.000000	23.656555
Tree 983	21	0	0	0	0	0	0	0	0	58.333332	98.000000	17.000000	24.356153
Tree 984	16	0	1	0	0	0	0	0	0	53.769230	95.000000	14.000000	24.150661
Tree 985	19	0	0	0	1	0	?	1	0	57.687500	86.000000	10.000000	25.813559
Tree 986	17	0	0	0	1	0	?	1	0	55.500000	93.000000	16.000000	24.026028
Tree 987	16	0	0	0	1	0	?	0	0	70.076920	99.000000	30.000000	24.640373
Tree 988	17	0	0	0	0	0	0	1	0	50.071430	93.000000	15.000000	24.866686
Tree 989	18	0	0	0	?	0	0	0	0	54.066666	100.000000	17.000000	24.593946
Tree 990	16	0	0	0	0	0	?	0	0	58.615383	95.000000	27.000000	19.507547
Tree 991	15	0	0	0	0	0	?	0	1+	48.083332	98.000000	11.000000	28.520338
Tree 992	16	0	0	0	0	0	?	0	0	52.461540	93.000000	20.000000	18.628412
Tree 993	21	0	0	0	0	0	0	0	0	51.222221	100.000000	3.000000	26.931095
Tree 994	19	0	0	0	0	0	0	1	0	46.250000	93.000000	8.000000	26.698549
Tree 995	18	0	0	0	?	0	0	1	0	52.866665	80.000000	21.000000	17.951292
Tree 996	19	0	0	0	1	1	0	1	1	63.625000	92.000000	26.000000	17.424391
Tree 997	16	0	0	0	?	0	0	0	0	47.615383	100.000000	13.000000	23.995316
Tree 998	20	0	0	0	0	0	0	0	0	56.764706	100.000000	19.000000	20.932749
Tree 999	16	0	0	0	0	0	0	1	0	47.692307	72.000000	29.000000	11.730202
Tree 1000	19	1	0	0	?	0	0	0	0	52.812500	92.000000	16.000000	24.617622
Tree 1001	22	0	0	0	0	0	0	0	0	54.157894	97.000000	23.000000	22.055584
Tree 1002	17	0	0	0	0	0	?	0	0	47.714287	87.000000	12.000000	20.470985
Tree 1003	16	0	0	0	0	1	1	0	1	48.692307	97.000000	18.000000	24.100382
Tree 1004	16	0	0	0	1	0	?	0	0	39.230770	68.000000	13.000000	16.857565
Tree 1005	18	0	0	0	0	0	0	1	1	59.599998	99.000000	16.000000	25.444843
Tree 1006	21	0	0	0	0	0	0	0	0	50.833332	95.000000	3.000000	24.295059
Tree 1007	20	0	0	0	0	0	0	1	0	56.235294	100.000000	20.000000	26.230942
Tree 1008	16	0	0	0	1	0	?	0	1	62.923077	92.000000	26.000000	18.784042
Tree 1009	21	0	0	0	0	0	0	1	0	53.722221	85.000000	22.000000	17.501764
Tree 1010	17	0	0	0	?	0	0	0	0	51.214287	96.000000	30.000000	19.669333
Tree 1011	16	0	0	0	0	0	?	0	0	40.076923	91.000000	1.000000	28.192911
Tree 1012	17	0	0	0	0	0	0	0	0	49.500000	88.000000	6.000000	24.593117
Tree 1013	16	0	0	0	1	0	1	1	0	55.153847	99.000000	16.000000	26.961073
Tree 1014	17	0	0	0	0	0	1	0	0	62.571430	97.000000	20.000000	24.962011
Tree 1015	20	0	0	0	0	0	0	1	0	50.058823	100.000000	17.000000	30.885883
Tree 1016	16	0	0	0	?	0	0	0	1	54.923077	96.000000	23.000000	22.842138
Tree 1017	17	1	1	0	1	0	?	1	0	67.071426	100.000000	34.000000	20.902714
Tree 1018	18	0	0	0	0	0	1	0	0	50.066666	92.000000	25.000000	21.855484
Tree 1019	16	0	0	0	0	0	0	1	0	47.769230	98.000000	18.000000	21.318659
Tree 1020	16	0	0	0	?	0	0	0	0	64.692307	89.000000	38.000000	17.660841
Tree 1021	17	0	0	0	?	0	0	1	1	61.928570	99.000000	23.000000	23.647604
Tree 1022	16	0	0	0	0	0	0	0	0	41.076923	76.000000	16.000000	19.936289
Tree 1023	15	0	0	0	0	0	?	1	0	56.833332	91.000000	13.000000	25.012775
Tree 1024	17	0	0	0	?	0	0	0	0	49.357143	80.000000	19.000000	17.413488
Tree 1025	17	0	0	0	?	0	0	0	0	45.928570	81.000000	17.000000	20.094294
Tree 1026	19	0	0	0	?	?	0	0	0	52.875000	98.000000	19.000000	25.852648
Tree 1027	16	0	0	0	0	0	?	0	0	46.153847	89.000000	13.000000	18.050554
Tree 1028	16	0	1	0	0	0	1	0	1+	67.153847	96.000000	26.000000	20.470789
Tree 1029	17	1	0	0	?	0	0	0	0	40.714287	81.000000	14.000000	19.443798
Tree 1030	16	0	0	0	?	0	1	?	0	47.384617	93.000000	16.000000	18.886456
Tree 1031	18	0	1	0	0	0	0	0	0	57.000000	91.000000	24.000000	22.931782
Tree 1032	16	1	0	0	?	0	0	1	0	54.923077	95.000000	14.000000	26.684658
Tree 1033	20	0	0	1	?	0	0	1	0	48.411766	92.000000	6.000000	23.911749
Tree 1034	16	0	0	0	0	0	0	0	0	46.307693	89.000000	11.000000	26.805237
Tree 1035	17	0	0	0	1	0	0	0	0	59.285713	100.000000	23.000000	20.154503
Tree 1036	21	0	0	0	0	0	0	1	0	50.888889	100.000000	13.000000	28.409485
Tree 1037	17	0	0	0	?	0	0	0	0	43.000000	96.000000	9.000000	20.092644
Tree 1038	21	0	0	0	0	0	0	0	0	60.722221	93.000000	26.000000	18.657156
Tree 1039	18	0	0	0	1	0	0	0	0	56.000000	98.000000	18.000000	26.328691
Tree 1040	17	0	0	0	0	0	0	0	0	57.785713	85.000000	16.000000	22.838497
Tree 1041	18	0	0	0	0	0	0	1	0	51.333332	100.000000	24.000000	20.635460
Tree 1042	18	0	0	0	0	0	0	1	0	48.266666	98.000000	23.000000	27.665783
Tree 1043	18	0	0	0	0	0	0	0	0	58.666668	100.000000	30.000000	22.561522
Tree 1044	17	0	0	0	0	0	?	1	0	41.142857	97.000000	20.000000	21.463781
Tree 1045	24	0	0	0	0	0	0	0	0	56.238094	100.000000	14.000000	25.333782
Tree 1046	16	0	0	0	0	0	0	0	0	54.384617	100.000000	15.000000	26.681999
Tree 1047	18	0	0	0	?	0	0	1	0	60.733334	100.000000	20.000000	23.674084
Tree 1048	18	0	0	0	1	0	?	1	1	57.333332	94.000000	19.000000	25.606422
Tree 1049	22	0	0	0	0	0	0	0	0	56.157894	90.000000	22.000000	23.006323
Tree 1050	23	0	0	0	0	0	0	0	0	50.250000	100.000000	14.000000	20.901854
Tree 1051	19	0	0	0	?	0	0	1	0	58.625000	88.000000	17.000000	19.022602
Tree 1052	20	1	0	0	0	0	0	0	0	63.882355	100.000000	20.000000	23.036755
Tree 1053	15	?	0	0	0	0	0	0	0	57.166668	94.000000	16.000000	27.324694
Tree 1054	21	0	0	0	0	1	0	0	1	59.611111	100.000000	17.000000	23.944704
Tree 1055	16	0	0	0	?	0	?	0	0	47.461540	81.000000	14.000000	18.723146
Tree 1056	18	0	0	0	0	0	0	1	0	43.133335	100.000000	11.000000	20.854630
Tree 1057	17	0	0	0	0	0	0	0	0	49.428570	100.000000	12.000000	29.385891
Tree 1058	16	0	0	0	0	0	?	1	0	45.692307	88.000000	8.000000	22.018820
Tree 1059	16	0	1	0	0	0	?	1	0	62.461540	92.000000	29.000000	16.546511
Tree 1060	22	0	0	0	0	0	1	1	0	64.263161	97.000000	12.000000	28.350889
Tree 1061	18	0	0	0	0	0	0	1	0	55.266666	92.000000	15.000000	21.414845
Tree 1062	19	0	1	0	1	1	0	0	1	58.937500	83.000000	27.000000	13.325111
Tree 1063	20	0	0	0	0	0	?	1	0	59.705883	100.000000	39.000000	15.698500
Tree 1064	20	0	0	0	0	0	?	0	0	59.764706	96.000000	30.000000	22.597578
Tree 1065	21	0	0	0	0	0	0	0	0	55.777779	97.000000	14.000000	24.330034
Tree 1066	17	0	0	0	?	0	0	0	0	48.928570	96.000000	25.000000	20.182964
Tree 1067	20	0	0	0	0	0	0	0	0	53.000000	100.000000	18.000000	24.275381
Tree 1068	18	0	0	0	0	0	0	0	0	42.533333	70.000000	18.000000	16.704756
Tree 1069	17	0	0	0	0	0	?	0	0	50.714287	96.000000	20.000000	23.183825
Tree 1070	20	0	0	0	0	0	0	1	0	52.117645	99.000000	15.000000	26.832558
Tree 1071	21	0	0	0	?	0	0	0	0	53.888889	100.000000	23.000000	22.698235
Tree 1072	17	0	0	0	0	0	0	0	0	38.928570	97.000000	11.000000	18.960350
Tree 1073	16	0	1	1	1	1	0	1	1	60.692307	100.000000	17.000000	27.794256
Tree 1074	20	0	0	0	0	0	0	1	1	50.352940	92.000000	15.000000	20.897343
Tree 1075	16	0	0	0	0	0	0	0	1	53.461540	91.000000	17.000000	23.087175
Tree 1076	20	0	1	0	0	0	0	1	0	68.823532	100.000000	40.000000	18.052979
Tree 1077	16	1	0	0	1	0	?	1	0	51.076923	92.000000	27.000000	20.246410
Tree 1078	17	0	0	0	?	0	?	0	0	48.428570	100.000000	1.000000	31.238058
Tree 1079	19	0	0	0	0	0	0	0	0	55.437500	90.000000	23.000000	22.502691
Tree 1080	21	0	0	0	0	0	0	1	0	56.666668	99.000000	14.000000	25.845695
Tree 1081	19	0	0	0	0	0	0	0	0	40.437500	75.000000	17.000000	18.251606
Tree 1082	19	0	0	0	1	0	0	0	1	46.062500	100.000000	2.000000	28.018898
Tree 1083	17	0	0	0	0	0	1	0	0	44.500000	76.000000	16.000000	13.993621
Tree 1084	17	0	0	0	0	0	0	0	0	57.357143	86.000000	20.000000	17.874992
Tree 1085	21	0	0	0	0	0	0	0	0	50.888889	96.000000	14.000000	24.073704
Tree 1086	19	0	0	0	0	0	0	1	0	53.875000	100.000000	17.000000	26.381516
Tree 1087	16	0	0	0	1	0	?	0	1	60.230770	97.000000	22.000000	25.786560
Tree 1088	20	0	0	0	?	0	0	0	0	45.235294	82.000000	8.000000	16.923807
Tree 1089	18	0	0	0	1	1	0	0	1	50.266666	100.000000	11.000000	24.807167
Tree 1090	19	0	0	0	0	0	0	0	0	53.500000	100.000000	22.000000	20.248457
Tree 1091	19	0	0	0	0	0	0	0	0	54.250000	100.000000	18.000000	25.674646
Tree 1092	16	0	0	0	1	0	0	1	1	52.538460	84.000000	19.000000	21.428289
Tree 1093	19	0	0	0	0	0	0	0	1	44.812500	87.000000	7.000000	25.105326
Tree 1094	18	0	0	0	?	0	0	0	0	56.266666	93.000000	22.000000	19.682365
Tree 1095	16	0	0	0	0	0	?	0	0	62.846153	100.000000	22.000000	21.447060
Tree 1096	17	0	0	0	?	0	0	1	1	62.285713	100.000000	1.000000	30.792921
Tree 1097	17	0	0	0	0	0	?	0	1	52.142857	98.000000	5.000000	27.733057
Tree 1098	17	0	0	0	0	0	?	0	1	53.785713	84.000000	16.000000	21.004009
Tree 1099	19	0	0	0	1	0	?	1	0	44.312500	99.000000	16.000000	23.837257
Tree 1100	16	0	0	0	?	0	0	1	0	55.538460	81.000000	13.000000	20.514967
Tree 1101	22	0	0	0	0	0	0	1	0	59.947369	98.000000	21.000000	20.974855
Tree 1102	21	0	0	0	0	0	0	0	0	48.833332	98.000000	6.000000	26.604614
Tree 1103	22	0	0	0	0	0	1	1	1	58.157894	97.000000	6.000000	28.718716
Tree 1104	16	0	0	0	0	0	?	1	0	47.384617	85.000000	15.000000	22.916365
Tree 1105	18	0	0	0	0	0	0	0	1	44.866665	94.000000	13.000000	22.974962
Tree 1106	17	0	0	0	?	0	?	1	0	57.428570	87.000000	36.000000	15.755789
Tree 1107	16	1	1	0	1	1	?	1	1	61.538460	100.000000	36.000000	20.941732
Tree 1108	19	0	0	0	1	0	0	1	0	56.812500	99.000000	4.000000	33.963619
Tree 1109	16	0	0	0	0	0	?	0	0	64.384613	93.000000	17.000000	19.959724
Tree 1110	17	0	0	0	?	0	?	0	0	62.714287	91.000000	29.000000	18.140045
Tree 1111	19	0	1	0	0	0	0	0	0	55.875000	91.000000	28.000000	20.784233
Tree 1112	17	1	1	0	1	0	1	0	0	57.785713	100.000000	16.000000	28.523621
Tree 1113	17	0	0	0	1	0	?	1	0	51.357143	100.000000	15.000000	26.647453
Tree 1114	19	0	0	0	0	0	0	0	0	51.187500	93.000000	12.000000	25.785700
Tree 1115	21	0	0	0	0	0	0	1	0	58.222221	100.000000	16.000000	25.347706
Tree 1116	21	0	0	0	0	0	0	1	0	49.222221	100.000000	12.000000	26.353483
Tree 1117	19	0	0	0	0	0	?	0	0	52.375000	94.000000	18.000000	21.359644
Tree 1118	23	0	0	0	1	0	0	0	1	50.000000	100.000000	11.000000	23.532955
Tree 1119	16	1	0	0	?	0	0	0	0	38.000000	61.000000	19.000000	12.896034
Tree 1120	15	0	0	0	0	0	1	0	0	56.750000	100.000000	23.000000	22.256554
Tree 1121	22	0	0	0	0	0	0	0	0	50.473682	100.000000	16.000000	23.157059
Tree 1122	17	1	1	1	0	1	?	1	1	50.928570	99.000000	25.000000	22.682480
Tree 1123	17	0	0	0	0	0	1	0	1	59.500000	100.000000	31.000000	20.247576
Tree 1124	18	0	0	0	?	1	1	1	1	66.066666	100.000000	38.000000	20.001554
Tree 1125	15	0	0	0	?	0	?	0	0	47.000000	75.000000	19.000000	18.578661
Tree 1126	18	0	0	1	0	0	?	1	1	50.000000	100.000000	5.000000	27.156338
Tree 1127	16	0	0	0	0	1	?	1	0	64.153847	100.000000	30.000000	21.205391
Tree 1128	20	0	0	0	0	0	0	1	0	58.411766	93.000000	21.000000	19.751572
Tree 1129	15	0	0	0	?	0	?	1	0	49.166668	99.000000	18.000000	26.519909
Tree 1130	20	0	0	0	?	0	0	0	0	45.117645	100.000000	14.000000	24.616787
Tree 1131	17	0	0	0	0	0	0	0	0	47.071430	97.000000	8.000000	23.568939
Tree 1132	16	0	1	0	1	1	?	1	0	68.307693	100.000000	26.000000	24.186407
Tree 1133	17	0	0	0	?	0	0	0	0	49.000000	94.000000	20.000000	18.114714
Tree 1134	16	0	0	0	0	0	0	1	0	52.538460	100.000000	27.000000	20.360653
Tree 1135	21	0	0	0	0	0	0	1	0	58.055557	99.000000	10.000000	21.897419
Tree 1136	18	0	0	0	?	0	0	0	0	62.266666	93.000000	34.000000	15.884863
Tree 1137	17	0	0	0	0	?	0	0	0	42.071430	90.000000	9.000000	21.740232
Tree 1138	16	0	0	0	1	0	1	0	0	42.153847	100.000000	11.000000	29.162268
Tree 1139	19	0	1	0	1	1	?	0	1	58.500000	100.000000	7.000000	27.239677
Tree 1140	19	0	0	1	?	0	0	1	0	40.125000	99.000000	5.000000	28.108885
Tree 1141	21	0	0	0	0	0	?	0	0	39.611111	92.000000	7.000000	19.821814
Tree 1142	17	0	0	0	0	?	0	0	0	53.071430	95.000000	26.000000	22.390892
Tree 1143	20	0	0	0	0	0	0	0	0	41.176472	100.000000	21.000000	19.826408
Tree 1144	21	0	0	0	0	0	0	0	1	47.777779	100.000000	11.000000	24.468927
Tree 1145	16	1	0	0	0	0	0	0	0	47.000000	100.000000	15.000000	26.680445
Tree 1146	16	0	0	0	0	1	0	0	0	41.769230	92.000000	10.000000	23.635546
Tree 1147	21	0	0	0	0	1	0	0	0	54.500000	100.000000	21.000000	24.340752
Tree 1148	16	0	0	0	?	0	0	1	1	56.615383	100.000000	17.000000	26.684881
Tree 1149	19	0	0	0	0	0	1	1	0	48.187500	96.000000	15.000000	24.364983
Tree 1150	17	0	0	0	0	0	0	0	0	63.642857	99.000000	36.000000	21.786652
Tree 1151	19	0	0	0	0	0	0	1	0	48.125000	86.000000	3.000000	24.791317
Tree 1152	18	0	0	0	0	0	0	0	0	46.533333	85.000000	18.000000	25.019636
Tree 1153	20	0	1	0	0	0	1	0	0	60.294117	100.000000	23.000000	19.386972
Tree 1154	17	0	0	0	0	1	0	0	1	66.500000	99.000000	26.000000	23.178654
Tree 1155	16	0	0	0	?	0	1	1	1+	59.769230	99.000000	27.000000	27.588051
Tree 1156	17	1	0	0	?	0	0	0	0	44.428570	70.000000	22.000000	13.254188
Tree 1157	17	0	0	0	1	0	0	0	1	59.000000	94.000000	24.000000	20.064182
Tree 1158	15	1	1	1	0	0	?	1	0	53.916668	97.000000	24.000000	20.922310
Tree 1159	17	0	0	0	0	0	1	0	0	48.142857	99.000000	14.000000	26.386841
Tree 1160	20	0	0	0	0	0	0	0	0	56.058823	96.000000	10.000000	28.689966
Tree 1161	24	0	0	0	0	0	0	0	0	54.714287	98.000000	21.000000	24.501007
Tree 1162	17	0	0	0	?	1	0	0	0	39.928570	87.000000	16.000000	21.828764
Tree 1163	16	0	1	0	0	0	0	1	1	54.769230	98.000000	8.000000	31.317614
Tree 1164	16	0	0	0	?	0	?	1	0	36.692307	62.000000	16.000000	13.458681
Tree 1165	19	0	0	0	0	0	?	1	0	64.750000	100.000000	32.000000	17.376348
Tree 1166	19	0	0	0	0	0	1	1	0	58.250000	100.000000	20.000000	23.784185
Tree 1167	15	0	0	0	?	1	?	1	1	59.666668	88.000000	32.000000	19.189117
Tree 1168	17	1	1	0	1	0	?	1	0	48.214287	98.000000	26.000000	21.643801
Tree 1169	17	0	0	0	1	0	0	?	0	53.214287	93.000000	9.000000	26.202995
Tree 1170	18	0	0	0	?	0	0	1	1	44.599998	87.000000	7.000000	23.145338
Tree 1171	16	0	0	0	1	0	?	0	0	48.000000	100.000000	19.000000	26.769672
Tree 1172	24	0	0	0	0	0	0	0	0	52.666668	95.000000	14.000000	21.017754
Tree 1173	22	0	0	0	0	0	0	0	0	58.052631	94.000000	23.000000	20.024914
Tree 1174	23	0	0	0	0	0	0	1	0	52.900002	100.000000	20.000000	20.808411
Tree 1175	19	0	0	0	1	0	1	1	0	65.625000	100.000000	25.000000	22.585602
Tree 1176	18	0	0	0	?	0	0	0	0	46.000000	85.000000	11.000000	23.703726
Tree 1177	18	0	0	0	0	0	0	0	0	59.933334	93.000000	29.000000	16.587009
Tree 1178	16	0	0	0	?	0	0	0	0	47.000000	88.000000	19.000000	16.659485
